accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
362642.0361,-0.166870117,-0.518066406,-1.341400146,362642.014,-4.951753899,0.724722832,0.08338677
362642.0662,0.261474609,-0.256439209,-1.215103149,362642.0491,-2.873229106,1.251476921,-1.329616197
362642.0963,0.350784302,-0.408325195,-1.038574219,362642.0842,-1.152760996,0.309412713,-0.139219675
362642.1264,0.171478271,-0.256774902,-1.102966309,362642.1193,0.293928296,0.007679758,0.125657794
362642.1565,0.087387085,0.052520752,-1.260986328,362642.1544,3.541725151,-0.215164774,0.532541138
362642.1866,-0.156417847,-0.0987854,-1.696884155,362642.1544,3.541725151,-0.215164774,0.532541138
362642.2166,-0.491424561,-1.566650391,-1.09588623,362642.1895,8.319581555,-0.25596813,-0.177996633
362642.2468,-0.550064087,-4.905883789,-3.286117554,362642.2247,7.09020461,-1.71050629,1.59278445
362642.2769,1.723861694,-2.820755005,-2.864990234,362642.2598,6.128491334,-0.988790167,-1.188894233
362642.3069,-0.022003174,-1.379226685,-3.605957031,362642.2949,3.753131672,0.971168829,-3.665628987
362642.337,-1.30670166,0.575714111,-2.824615479,362642.33,-0.874057459,0.884760704,-1.857857928
362642.3671,-1.590652466,1.623519897,-0.967391968,362642.3651,-3.104431969,0.912890076,1.011207592
362642.3972,-1.033981323,1.879776001,0.009750366,362642.3651,-3.104431969,0.912890076,1.011207592
362642.4273,-0.916183472,1.016937256,1.417297363,362642.4002,-4.873381862,-1.304977696,1.091026259
362642.4574,-0.084228516,-0.40927124,1.565597534,362642.4353,-4.002834982,-3.005178086,1.335930552
362642.4875,0.079345703,-1.668289185,1.831939697,362642.4704,-3.432082276,-3.880800152,2.20746733
362642.5176,0.777709961,-2.15977478,1.668823242,362642.5056,-1.10928063,-3.332396428,1.088986277
362642.5477,2.008514404,-4.908279419,-0.443588257,362642.5406,-3.776777346,4.690742807,-4.366620656
362642.5778,-0.024871826,-0.76109314,-0.579956055,362642.5758,-4.599805976,0.080079656,0.165092552
362642.6079,-0.856918335,0.024032593,-1.271896362,362642.5758,-4.599805976,0.080079656,0.165092552
362642.638,0.059738159,-0.386428833,-0.968002319,362642.6109,-1.656418021,0.823238753,-0.56697661
362642.6681,0.119018555,-0.43913269,-0.945281982,362642.646,-0.895355824,0.45923896,-0.37353311
362642.6982,0.170898438,-0.35005188,-1.012741089,362642.6811,-0.272697043,0.155333398,-0.135589787
362642.7283,0.065628052,-0.231811523,-1.065475464,362642.7163,0.917710398,-0.246673432,0.468144039
362642.7584,0.11618042,0.017852783,-1.30569458,362642.7513,3.748473803,-0.66034251,0.67826665
362642.7885,-0.306976318,-0.627456665,-1.449462891,362642.7865,7.201410228,-0.193026182,0.037093839
362642.8186,0.629501343,-3.779449463,1.183425903,362642.7865,7.201410228,-0.193026182,0.037093839
362642.8487,0.274780273,-3.833236694,-1.676651001,362642.8216,7.981070344,-3.356578996,0.760172169
362642.8788,-0.250366211,-3.528335571,-2.3540802,362642.8567,7.170521288,-0.788976919,-3.200857575
362642.9089,-0.619674683,-1.595336914,-2.795913696,362642.8918,7.335384275,1.135971629,-3.302991135
362642.939,-1.348739624,-0.539077759,-3.473098755,362642.9269,6.016862274,-0.573141828,-1.563755728
362642.9691,-1.2474823,1.328979492,-2.926361084,362642.962,1.575471772,-0.829307565,1.127407968
362642.9991,0.101394653,2.220031738,-2.721878052,362642.9972,-2.433769177,-2.558891675,1.779054192
362643.0293,0.737121582,1.902435303,-1.857070923,362642.9972,-2.433769177,-2.558891675,1.779054192
362643.0594,1.126281738,0.783065796,-1.312606812,362643.0322,-6.164985696,-3.795031185,0.919505369
362643.0894,1.605041504,-0.321060181,-1.037994385,362643.0674,-7.594123691,-4.96176845,0.252031179
362643.1195,2.397186279,-1.068969727,-1.067428589,362643.1024,-7.306392038,-6.288530804,-2.038891896
362643.1496,0.957580566,-1.575531006,-0.028030396,362643.1376,-6.333464723,-7.198588342,-3.556469742
362643.1797,1.136611938,-2.329742432,-1.302764893,362643.1727,-3.656126561,-7.470525852,-1.88515746
362643.2098,1.783676147,-3.331802368,-0.867279053,362643.2078,-3.180357626,-5.30556497,-2.122768953
362643.2399,4.183609009,-3.876403809,-0.096939087,362643.2078,-3.180357626,-5.30556497,-2.122768953
362643.27,-2.347549438,-0.317657471,1.197463989,362643.2429,-1.345184505,0.090358925,-8.649022038
362643.3001,-0.289718628,-0.690460205,-0.591796875,362643.278,-2.479326808,2.269164783,-2.853965663
362643.3302,-0.268630981,0.056991577,-1.009841919,362643.3131,-2.186544205,0.69166448,0.150165534
362643.3603,0.165939331,-0.416992188,-0.940643311,362643.3483,-1.020581387,1.010897068,-0.922808754
362643.3904,0.103057861,-0.322570801,-0.955703735,362643.3833,-0.882791562,0.587565242,-0.483783452
